jogo;data_jogo;idade;cod_equipe;cod_equipe_opont;resultado;diff_pts;minutos;2pts;2pts_at;2pts_pct;3pts;3pts_at;3pts_pct;LL;LL_at;LL_pct;Reb_Of;Reb_Def;Reb_Tot;Ast;Stl;Blk;Turnv;Pts;Game_Score
57;26/03/2002;39-037;38;10;W ;(+16);20;4;9;0.444;0;1;0;1;3;0.333;1;2;3;6;0;0;1;9;7.2
58;29/03/2002;39-040;38;20;W ;(+9);26;12;22;0.545;0;0;;10;12;0.833;0;3;3;1;0;0;0;34;23.8
59;31/03/2002;39-042;38;9;L ;(-7);28;4;14;0.286;0;0;;2;2;1;1;2;3;5;1;1;2;10;5.9
60;02/04/2002;39-044;38;17;L ;(-20);12;1;5;0.2;0;0;;0;0;;0;3;3;3;0;0;0;2;1.5
1;30/10/2002;39-255;38;35;L ;(-6);25;4;14;0.286;0;0;;0;2;0;0;3;3;1;3;0;2;8;0.4
2;31/10/2002;39-256;38;2;W ;(+45);21;8;15;0.533;0;0;;5;5;1;0;4;4;5;2;1;0;21;20.7
3;02/11/2002;39-258;38;22;L ;(-8);27;7;16;0.438;1;2;0.5;6;8;0.75;0;2;2;2;2;0;0;21;15
4;05/11/2002;39-261;38;21;L ;(-4);29;5;14;0.357;0;0;;0;0;;0;2;2;1;1;0;1;10;2.7
5;06/11/2002;39-262;38;8;W ;(+7);24;2;6;0.333;0;1;0;2;3;0.667;1;2;3;4;3;0;1;6;7.1
6;08/11/2002;39-264;38;17;W ;(+1);30;9;14;0.643;0;0;;7;12;0.583;0;3;3;3;2;0;2;25;18.2
7;09/11/2002;39-265;38;8;W ;(+14);31;5;11;0.455;0;1;0;2;2;1;2;6;8;6;0;2;0;12;13.9
8;12/11/2002;39-268;38;34;L ;(-6);31;13;22;0.591;0;0;;1;2;0.5;1;5;6;4;1;1;4;27;18.7
9;14/11/2002;39-270;38;36;W ;(+3);34;7;17;0.412;0;1;0;5;5;1;0;6;6;1;1;0;3;19;8.8
10;16/11/2002;39-272;38;19;W ;(+30);19;4;5;0.8;0;0;;0;0;;0;5;5;2;2;0;1;8;8.8
11;17/11/2002;39-273;38;29;L ;(-16);28;9;16;0.563;1;2;0.5;0;0;;0;2;2;3;1;0;5;19;9.7
12;22/11/2002;39-278;38;13;L ;(-7);30;4;15;0.267;0;0;;0;0;;0;2;2;1;0;0;1;8;-1.4
13;23/11/2002;39-279;38;18;L ;(-11);32;9;18;0.5;0;0;;2;2;1;2;4;6;5;2;0;3;20;15.7
14;26/11/2002;39-282;38;14;L ;(-4);34;10;21;0.476;3;3;1;5;8;0.625;0;1;1;2;3;0;1;28;19
15;29/11/2002;39-285;38;14;L ;(-16);30;6;15;0.4;0;1;0;2;2;1;0;4;4;1;1;0;1;14;7
16;30/11/2002;39-286;38;29;L ;(-1);37;8;20;0.4;0;2;0;0;0;;1;3;4;2;0;1;2;16;5.7
17;03/12/2002;39-289;38;20;W ;(+25);30;9;20;0.45;0;0;;7;8;0.875;0;7;7;4;0;0;1;25;17.7
18;04/12/2002;39-290;38;11;W ;(+5);39;5;14;0.357;0;0;;11;16;0.688;2;7;9;4;6;2;3;21;21.1
19;06/12/2002;39-292;38;28;L ;(-10);39;7;21;0.333;0;0;;2;2;1;1;5;6;0;0;0;3;16;2.1
20;07/12/2002;39-293;38;26;W ;(+3);37;9;18;0.5;0;1;0;2;4;0.5;0;9;9;2;3;0;2;20;14.1
21;10/12/2002;39-296;38;31;L ;(-19);29;6;10;0.6;0;0;;2;2;1;2;3;5;1;1;1;1;14;13.1
22;13/12/2002;39-299;38;22;L ;(-14);40;5;20;0.25;0;0;;2;2;1;0;5;5;4;2;0;4;12;1.5
23;15/12/2002;39-301;38;35;W ;(+13);40;1;9;0.111;0;0;;0;0;;2;6;8;9;2;1;0;2;7.5
24;17/12/2002;39-303;38;1;W ;(+10);38;12;18;0.667;0;0;;6;6;1;0;3;3;2;0;0;1;30;22.3
25;18/12/2002;39-304;38;18;W ;(+18);35;14;23;0.609;2;3;0.667;3;3;1;0;5;5;2;3;0;3;33;25.4
26;21/12/2002;39-307;38;33;L ;(-11);41;8;20;0.4;0;0;;0;0;;0;5;5;3;0;1;2;16;7.1
27;23/12/2002;39-309;38;9;L ;(-6);36;5;15;0.333;1;1;1;2;2;1;0;7;7;8;0;2;3;13;9.4
28;26/12/2002;39-312;38;11;L ;(-5);41;7;17;0.412;0;1;0;3;4;0.75;1;3;4;1;0;2;4;17;5.6
29;28/12/2002;39-314;38;1;W ;(+8);35;4;10;0.4;0;1;0;2;2;1;1;3;4;5;1;1;0;10;10.6
30;30/12/2002;39-316;38;28;L ;(-17);39;8;17;0.471;0;0;;5;5;1;0;8;8;9;3;0;4;21;18.4
31;31/12/2002;39-317;38;33;W ;(+2);35;7;15;0.467;1;1;1;2;2;1;1;6;7;3;1;0;2;17;12.5
32;02/01/2003;39-319;38;6;W ;(+25);30;4;11;0.364;0;2;0;2;2;1;1;4;5;5;2;0;3;10;7.9
33;04/01/2003;39-321;38;14;W ;(+3);53;14;26;0.538;3;4;0.75;10;12;0.833;3;9;12;4;3;0;2;41;35.4
34;06/01/2003;39-323;38;2;W ;(+5);40;7;18;0.389;0;2;0;5;5;1;0;11;11;7;4;0;4;19;16.6
35;08/01/2003;39-325;38;6;W ;(+3);33;5;13;0.385;0;0;;4;5;0.8;0;10;10;7;1;0;2;14;11.8
36;10/01/2003;39-327;38;12;L ;(-5);41;7;17;0.412;0;0;;0;0;;0;2;2;5;0;1;0;14;9.3
37;11/01/2003;39-328;38;26;W ;(+5);41;8;25;0.32;0;0;;7;9;0.778;5;5;10;3;1;0;2;23;13.2
38;14/01/2003;39-331;38;35;L ;(-9);41;8;23;0.348;0;0;;6;6;1;2;3;5;4;3;2;2;22;16.2
39;16/01/2003;39-333;38;28;W ;(+15);39;12;25;0.48;0;1;0;8;10;0.8;1;5;6;8;2;0;1;32;26.1
40;18/01/2003;39-335;38;29;L ;(-8);42;10;25;0.4;0;3;0;5;6;0.833;2;6;8;7;5;1;2;25;21.3
41;20/01/2003;39-337;38;10;W ;(+15);42;11;22;0.5;0;2;0;3;4;0.75;1;4;5;6;1;1;3;25;17.2
42;22/01/2003;39-339;38;23;L ;(-9);38;9;21;0.429;0;0;;0;0;;0;4;4;3;3;0;2;18;10.8
43;24/01/2003;39-341;38;6;L ;(-7);39;4;14;0.286;0;0;;3;4;0.75;2;3;5;3;1;1;1;11;6.7
44;25/01/2003;39-342;38;21;L ;(-8);41;8;18;0.444;0;1;0;1;2;0.5;0;8;8;5;2;1;4;17;11.8
45;27/01/2003;39-344;38;30;W ;(+5);38;9;14;0.643;0;0;;1;2;0.5;0;7;7;1;2;0;5;19;11.8
46;29/01/2003;39-346;38;22;L ;(-8);37;4;16;0.25;0;0;;0;0;;0;5;5;5;0;0;3;8;-0.4
47;30/01/2003;39-347;38;20;L ;(-7);39;11;24;0.458;0;1;0;2;3;0.667;2;2;4;4;1;0;2;24;14.6
48;01/02/2003;39-349;38;23;W ;(+5);44;18;33;0.545;0;0;;9;10;0.9;1;2;3;6;1;1;2;45;31.9
49;04/02/2003;39-352;38;8;W ;(+9);43;13;26;0.5;0;0;;1;1;1;0;4;4;8;4;1;2;27;22.3
50;11/02/2003;39-359;38;32;L ;(-19);31;5;19;0.263;0;0;;2;2;1;2;5;7;2;0;0;1;12;4
51;12/02/2003;39-360;38;16;W ;(+4);39;8;24;0.333;0;0;;7;9;0.778;2;4;6;12;2;1;2;23;17.9
52;14/02/2003;39-362;38;36;L ;(-32);29;3;12;0.25;0;0;;5;5;1;1;1;2;3;0;0;2;11;4.9
53;19/02/2003;40-002;38;23;L ;(-12);39;8;23;0.348;0;0;;4;6;0.667;3;3;6;2;0;2;3;20;9.1
54;21/02/2003;40-004;38;22;W ;(+3);43;18;30;0.6;0;0;;7;8;0.875;0;10;10;3;4;1;1;43;36.8
55;23/02/2003;40-006;38;9;L ;(-5);52;14;26;0.538;0;0;;2;2;1;2;7;9;3;2;1;6;30;18.5
56;25/02/2003;40-008;38;14;W ;(+5);41;11;25;0.44;0;0;;3;4;0.75;0;6;6;3;1;0;1;25;14.6
57;27/02/2003;40-010;38;13;W ;(+2);50;15;26;0.577;0;0;;5;7;0.714;0;11;11;6;0;0;3;35;25.3
58;01/03/2003;40-012;38;6;W ;(+8);43;7;18;0.389;0;2;0;3;4;0.75;0;8;8;8;0;0;2;17;12
59;02/03/2003;40-013;38;19;L ;(-10);39;9;27;0.333;0;1;0;3;3;1;1;7;8;2;1;3;0;21;12.2
60;04/03/2003;40-015;38;35;L ;(-3);15;2;5;0.4;0;0;;0;0;;1;2;3;2;0;0;3;4;0.6
61;05/03/2003;40-016;38;16;W ;(+19);24;4;14;0.286;0;0;;2;2;1;3;6;9;0;0;0;1;10;3.9
62;07/03/2003;40-018;38;20;L ;(-3);43;11;24;0.458;0;1;0;5;6;0.833;0;9;9;3;2;0;1;27;19.2
63;09/03/2003;40-020;38;26;L ;(-1);43;13;22;0.591;0;0;;13;15;0.867;1;7;8;1;1;0;3;39;28.3
64;11/03/2003;40-022;38;28;W ;(+1);40;10;18;0.556;0;0;;3;3;1;0;4;4;2;2;0;9;23;8.4
65;14/03/2003;40-025;38;11;L ;(-10);40;6;18;0.333;0;0;;3;4;0.75;1;4;5;4;2;1;0;15;11
66;15/03/2003;40-026;38;19;W ;(+7);39;9;18;0.5;0;1;0;1;1;1;2;6;8;1;2;2;3;19;13.1
67;18/03/2003;40-029;38;11;L ;(-4);50;10;25;0.4;0;1;0;3;4;0.75;1;10;11;3;0;0;2;23;12.1
68;21/03/2003;40-032;38;30;L ;(-26);36;4;12;0.333;0;1;0;6;6;1;2;3;5;2;1;1;2;14;10.6
69;23/03/2003;40-034;38;12;L ;(-6);42;11;23;0.478;1;1;1;1;1;1;0;5;5;4;2;0;3;24;14.8
70;25/03/2003;40-036;38;31;W ;(+4);41;11;19;0.579;0;0;;3;4;0.75;0;5;5;7;2;0;1;25;21.5
71;26/03/2003;40-037;38;34;W ;(+6);44;12;22;0.545;0;0;;2;3;0.667;1;9;10;4;2;1;4;26;18.7
72;28/03/2003;40-039;38;17;L ;(-14);41;10;20;0.5;0;0;;3;4;0.75;0;0;0;4;1;0;1;23;15
73;30/03/2003;40-041;38;10;L ;(-16);37;9;23;0.391;0;1;0;1;2;0.5;1;4;5;2;1;0;5;19;5
74;02/04/2003;40-044;38;32;L ;(-6);42;8;17;0.471;0;0;;1;2;0.5;0;1;1;4;0;0;1;17;9.2
75;03/04/2003;40-045;38;1;L ;(-2);43;10;23;0.435;0;1;0;2;2;1;1;13;14;7;2;0;0;22;20.6
76;06/04/2003;40-048;38;2;W ;(+1);47;10;22;0.455;1;1;1;4;4;1;2;11;13;7;2;0;2;25;22
77;08/04/2003;40-050;38;8;W ;(+9);46;10;19;0.526;1;1;1;5;5;1;3;7;10;3;3;1;1;26;25.7
78;09/04/2003;40-051;38;2;L ;(-4);43;8;17;0.471;1;2;0.5;4;4;1;0;10;10;1;2;0;1;21;16.2
79;11/04/2003;40-053;38;19;W ;(+4);40;11;26;0.423;0;1;0;3;3;1;1;1;2;4;2;0;1;25;15.2
80;12/04/2003;40-054;38;1;L ;(-1);30;8;16;0.5;0;0;;1;2;0.5;2;6;8;6;1;1;2;17;14.5
81;14/04/2003;40-056;38;26;L ;(-14);37;9;22;0.409;0;3;0;3;3;1;1;7;8;1;1;0;2;21;11.3
82;16/04/2003;40-058;38;29;L ;(-20);28;6;15;0.4;0;0;;3;4;0.75;0;4;4;4;0;0;2;15;8.5
